Date,Open,High,Low,Close,Adj Close,Volume
2017-04-04,119.589996,119.769997,119.379997,119.620003,119.620003,4687300
2017-04-05,118.620003,119.629997,118.400002,119.620003,119.620003,8106000
2017-04-06,119.220001,119.419998,118.980003,119.180000,119.180000,4633500
2017-04-07,120.300003,120.669998,119.139999,119.459999,119.459999,12351100
2017-04-10,119.040001,119.690002,118.849998,119.459999,119.459999,4623700
2017-04-11,120.330002,121.400002,120.290001,121.190002,121.190002,12455300
2017-04-12,121.379997,122.220001,121.139999,122.019997,122.019997,9502500
2017-04-13,122.540001,122.650002,122.029999,122.599998,122.599998,9892600
2017-04-17,122.550003,123.070000,121.989998,122.239998,122.239998,8469600
2017-04-18,122.430000,123.029999,121.730003,122.820000,122.820000,10903700
2017-04-19,122.250000,122.260002,121.279999,121.730003,121.730003,8472700
2017-04-20,121.820000,122.169998,121.500000,121.959999,121.959999,11787300
2017-04-21,122.139999,122.610001,121.730003,122.309998,122.309998,15608000
2017-04-24,120.769997,121.510002,120.660004,121.480003,121.480003,11053600
2017-04-25,120.529999,120.870003,120.050003,120.250000,120.250000,10344800
2017-04-26,120.209999,120.959999,119.870003,120.839996,120.839996,9758800
2017-04-27,120.419998,120.599998,119.970001,120.389999,120.389999,8267000
2017-04-28,120.339996,120.769997,120.269997,120.769997,120.769997,8928200
2017-05-01,120.209999,120.750000,119.349998,119.669998,119.669998,9331800
2017-05-02,119.300003,119.650002,119.239998,119.650002,119.650002,4900800
2017-05-03,119.180000,119.339996,117.919998,117.980003,117.980003,10811100
2017-05-04,116.809998,117.279999,116.629997,116.790001,116.790001,12406900
2017-05-05,116.860001,117.070000,116.680000,117.010002,117.010002,7127200
2017-05-08,117.029999,117.139999,116.680000,116.750000,116.750000,5438400
2017-05-09,116.180000,116.239998,115.559998,116.050003,116.050003,6801300
2017-05-10,116.419998,116.500000,115.860001,116.040001,116.040001,4290500
2017-05-11,116.209999,116.849998,116.190002,116.500000,116.500000,6274400
2017-05-12,117.070000,117.160004,116.730003,116.830002,116.830002,5434500
2017-05-15,117.519997,117.540001,116.989998,117.139999,117.139999,5019600
2017-05-16,117.449997,117.910004,117.400002,117.650002,117.650002,4942800
2017-05-17,119.360001,120.019997,119.269997,119.790001,119.790001,13936900
2017-05-18,119.769997,119.839996,118.559998,118.809998,118.809998,10341100
2017-05-19,119.389999,119.550003,118.879997,119.400002,119.400002,6787300
2017-05-22,119.629997,120.139999,119.580002,119.900002,119.900002,5132500
2017-05-23,120.129997,120.190002,118.980003,119.139999,119.139999,8305400
